0.043013246	0.392878821	0.307897971	0.865934149
0.075972156	0.165039817	0.953734145	0.601135528
0.824525483	0.601481488	0.715208555	0.986672241
0.567747483	0.81009764	0.708584483	0.870487513
0.575174884	0.123385338	0.332956707	0.91717406
0.817466398	0.088637113	0.601777275	0.206342043
0.617870779	0.13434954	0.841634432	0.374005652
0.290846256	0.091238957	0.766981641	0.779840179
0.727180609	0.148196783	0.123877609	0.776904053
0.392732316	0.285009888	0.050240582	0.352490536
0.208419243	0.185196717	0.77382541	0.086846405
0.580419577	0.457266234	0.881957336	0.386855472
0.133866742	0.6258324	0.768450964	0.428078006
0.435858922	0.249936472	0.11595235	0.648539355
0.206292156	0.687920033	0.977103943	0.912812173
0.461564098	0.086411278	0.450406661	0.90184152
0.412770279	0.939355477	0.791227622	0.368190523
0.425208767	0.448448635	0.002970793	0.74564335
0.911104598	0.551213123	0.422024169	0.211959312
0.834201493	0.117841323	0.721487149	0.236041658
0.721623284	0.034237381	0.914778407	0.289337703
0.752352425	0.150861623	0.128596945	0.719413985
0.901744467	0.509544312	0.230382503	0.868966898
0.594266653	0.484031358	0.007364106	0.1551357
0.949444275	0.757115111	0.487196497	0.724602984
0.433222905	0.952877884	0.76353986	0.795692812
0.691191168	0.89048556	0.04292688	0.759628593
0.418480596	0.394224666	0.189669413	0.888768956
0.93872026	0.489056386	0.361949648	0.409985205
0.397676985	0.212814642	0.63854588	0.224231404
0.017663978	0.062394618	0.02984677	0.091231671
0.000557215	0.258072935	0.031085697	0.34160757
0.011806947	0.456633757	0.358551298	0.612144065
0.614341897	0.510225751	0.680268224	0.807067714
0.832460224	0.674878574	0.158349824	0.180125831
0.271230894	0.109204797	0.227997844	0.621505536
0.544667036	0.369660898	0.580944449	0.57176362
0.633547458	0.2507451	0.918313929	0.813013778
0.531268519	0.04761027	0.008323305	0.250670733
0.653801864	0.153119124	0.555694696	0.152410319
0.69375975	0.40620483	0.162584589	0.965863097
0.968965396	0.993105438	0.833229435	0.350977261
0.7763373	0.443710551	0.197624986	0.248329852
0.94974276	0.230725539	0.353216308	0.242720145
0.095629891	0.690552139	0.797772075	0.701127974
0.794106446	0.218873153	0.797135819	0.535478009
0.901565219	0.417376592	0.544670138	0.0767987
0.988434681	0.156275238	0.047136529	0.824875876
0.840515504	0.411673752	0.168830395	0.687417012
0.317208901	0.482534899	0.972965946	0.271156056
